@relation mushrooms

@attribute type {p,e}
@attribute cap_shape {x,b,s,f,k,c}
@attribute cap_surface {s,y,f,g}
@attribute cap_color {n,y,w,g,e,p,b,u,c,r}
@attribute odor {p,a,l,n,f,c,y,s,m}
@attribute stalk_shape {e,t}
@attribute stalk_color_above_ring {w,g,p,n,b,e,o,c,y}
@attribute stalk_color_below_ring {w,p,g,b,n,e,y,o,c}
@attribute ring_number {o,t,n}
@attribute ring_type {p,e,l,f,n}
@attribute population {s,n,a,v,y,c}
@attribute habitat {u,g,m,d,p,w,l}

@data
p,x,s,p,c,e,w,w,o,p,s,d
e,x,y,n,n,t,p,p,o,p,y,d
e,x,f,e,n,t,w,g,o,p,v,d
e,x,y,n,n,t,w,w,o,p,y,d
e,x,y,e,n,t,p,g,o,p,v,d
e,x,s,w,n,t,w,w,o,e,s,g
e,f,f,g,n,t,g,p,o,p,v,d
e,x,y,g,n,t,g,p,o,p,v,d
e,x,y,g,n,t,p,p,o,p,v,d
e,x,f,e,n,t,g,w,o,p,y,d
e,x,y,g,n,t,p,w,o,p,v,d
e,x,y,g,n,t,w,p,o,p,v,d
e,x,f,e,n,t,g,p,o,p,y,d
p,f,y,w,p,e,w,w,o,p,v,u
e,f,f,n,n,t,w,w,o,p,y,d
e,x,f,e,n,t,g,w,o,p,y,d
e,x,f,e,n,t,p,p,o,p,v,d
e,x,y,g,n,t,w,g,o,p,v,d
e,f,s,w,n,t,w,w,o,e,s,g
e,x,f,n,n,t,w,w,o,e,a,g
e,x,f,n,n,t,p,p,o,p,v,d
e,f,f,n,n,t,p,g,o,p,v,d
e,x,y,e,n,t,w,g,o,p,y,d
e,x,y,e,n,t,p,p,o,p,y,d
e,x,y,e,n,t,p,w,o,p,y,d
e,f,f,n,n,t,w,p,o,p,y,d
e,x,f,g,n,t,w,w,o,p,v,d
e,f,f,n,n,t,w,g,o,p,v,d
e,f,f,e,n,t,w,p,o,p,y,d
e,x,y,e,n,t,p,p,o,p,v,d
p,x,s,w,c,e,w,w,o,p,s,d
e,f,f,n,n,t,p,p,o,p,y,d
e,f,f,g,n,t,p,p,o,p,y,d
e,f,f,n,n,t,w,w,o,p,v,d
e,x,y,n,n,t,p,g,o,p,v,d
e,x,f,e,n,t,g,p,o,p,y,d
e,f,s,w,n,t,w,w,o,e,s,g
e,x,y,g,n,t,p,p,o,p,y,d
e,x,f,e,n,t,p,p,o,p,v,d
e,f,f,n,n,t,w,g,o,p,v,d
e,f,f,n,n,t,w,g,o,p,v,d
e,x,y,n,n,t,g,w,o,p,y,d
e,x,y,g,n,t,w,p,o,p,y,d
e,x,y,n,n,t,w,w,o,p,v,d
e,x,f,g,n,t,p,w,o,p,y,d
e,x,y,n,n,t,w,w,o,p,y,d
e,x,y,n,n,t,w,p,o,p,v,d
e,f,f,n,n,t,p,w,o,p,y,d
e,x,y,g,n,t,w,p,o,p,v,d
e,x,y,e,n,t,p,p,o,p,y,d
e,x,y,n,n,t,p,p,o,p,y,d
p,x,f,g,f,e,n,b,o,l,y,p
e,f,f,g,n,t,p,p,o,p,v,d
e,x,y,e,n,t,g,g,o,p,v,d
p,x,f,g,f,e,p,b,o,l,v,d
e,x,y,e,n,t,w,w,o,p,v,d
e,x,f,e,n,t,w,g,o,p,v,d
p,x,f,g,f,e,b,n,o,l,y,d
p,x,f,p,c,e,w,w,o,p,s,d
e,x,f,g,n,t,w,w,o,p,v,d
e,f,f,g,n,t,p,g,o,p,y,d
e,x,f,g,n,t,w,p,o,p,v,d
e,x,y,g,n,t,w,p,o,p,y,d
e,x,y,g,n,t,w,g,o,p,v,d
e,f,f,g,n,t,g,g,o,p,y,d
e,x,f,g,n,t,w,p,o,p,y,d
e,x,f,e,n,t,g,p,o,p,v,d
e,x,f,n,n,t,w,w,o,p,y,d
e,x,y,n,n,t,p,g,o,p,v,d
e,f,f,n,n,t,w,g,o,p,y,d
e,f,f,n,n,t,p,w,o,p,v,d
e,f,f,g,n,t,p,g,o,p,y,d
e,x,f,g,n,t,w,g,o,p,y,d
e,x,y,n,n,t,p,p,o,p,v,d
e,x,y,e,n,t,p,g,o,p,v,d
e,f,f,n,n,t,p,g,o,p,v,d
e,x,y,g,n,t,p,w,o,p,v,d
e,x,y,n,n,t,p,g,o,p,y,d
p,x,f,w,c,e,w,w,o,p,v,d
e,f,f,n,n,t,w,p,o,p,y,d
e,x,y,e,n,t,p,w,o,p,v,d
e,x,y,n,n,t,g,g,o,p,y,d
e,f,f,g,n,t,p,p,o,p,v,d
e,x,f,e,n,t,w,p,o,p,y,d
p,x,f,g,f,e,b,p,o,l,y,d
e,x,y,e,n,t,w,p,o,p,y,d
e,f,f,g,n,t,g,g,o,p,v,d
e,f,y,e,n,t,w,w,o,p,v,d
e,x,f,e,n,t,p,p,o,p,v,d
p,x,f,g,f,e,b,p,o,l,v,g
e,x,y,n,n,t,w,g,o,p,y,d
e,x,y,n,n,t,g,p,o,p,v,d
e,x,y,n,n,t,g,w,o,p,v,d
e,x,y,n,n,t,w,w,o,p,y,d
e,x,y,g,n,t,w,g,o,p,y,d
e,x,y,n,n,t,w,g,o,p,y,d
e,x,f,g,n,t,g,g,o,p,y,d
e,x,y,e,n,t,p,p,o,p,y,d
e,x,y,e,n,t,p,w,o,p,v,d
e,x,y,g,n,t,p,g,o,p,v,d
e,f,f,e,n,t,w,g,o,p,v,d
e,f,f,n,n,t,p,p,o,p,v,d
e,f,f,n,n,t,w,g,o,p,v,d
e,x,y,g,n,t,p,p,o,p,v,d
e,x,y,g,n,t,p,g,o,p,y,d
e,x,f,e,n,t,p,g,o,p,v,d
e,f,f,n,n,t,g,g,o,p,v,d
e,f,f,n,n,t,p,g,o,p,v,d
e,x,y,e,n,t,g,p,o,p,y,d
e,x,y,n,n,t,p,w,o,p,v,d
e,f,f,n,n,t,w,w,o,p,y,d
e,f,f,n,n,t,p,p,o,p,v,d
p,x,f,g,f,e,b,n,o,l,v,p
e,x,f,g,n,t,w,w,o,p,y,d
e,x,y,n,n,t,g,g,o,p,y,d
e,x,f,g,n,t,w,g,o,p,y,d
e,x,f,g,n,t,p,p,o,p,y,d
e,x,y,g,n,t,g,w,o,p,v,d
e,f,f,n,n,t,w,w,o,p,y,d
e,f,f,g,n,t,g,g,o,p,y,d
e,x,y,n,n,t,p,g,o,p,v,d
e,x,f,e,n,t,p,w,o,p,y,d
e,f,f,n,n,t,g,w,o,p,v,d
p,x,f,g,f,e,p,n,o,l,v,p
e,x,f,e,n,t,p,w,o,p,v,d
e,f,f,n,n,t,g,g,o,p,v,d
e,x,f,e,n,t,w,p,o,p,y,d
e,x,f,e,n,t,w,g,o,p,v,d
e,x,y,e,n,t,p,p,o,p,y,d
e,f,y,g,n,t,p,w,o,p,v,d
e,f,f,n,n,t,w,g,o,p,y,d
e,x,f,g,n,t,g,g,o,p,y,d
e,f,f,g,n,t,p,g,o,p,v,d
e,x,y,n,n,t,w,p,o,p,y,d
e,x,y,g,n,t,w,w,o,p,y,d
e,x,y,g,n,t,g,w,o,p,y,d
e,x,f,n,n,t,w,w,o,p,y,d
e,x,y,e,n,t,g,g,o,p,y,d
e,f,f,n,n,t,g,g,o,p,v,d
e,x,y,e,n,t,p,p,o,p,v,d
e,x,f,n,n,t,w,g,o,p,y,d
e,f,f,n,n,t,p,g,o,p,y,d
e,x,y,e,n,t,g,g,o,p,v,d
e,x,f,g,n,t,w,g,o,p,v,d
e,x,y,n,n,t,w,w,o,p,v,d
p,x,f,g,c,e,w,w,o,p,v,d
e,f,f,g,n,t,p,p,o,p,v,d
e,x,f,n,n,t,g,g,o,p,y,d
e,f,s,n,n,t,w,w,o,e,a,g
e,f,f,n,n,t,g,w,o,p,v,d
e,x,y,g,n,t,p,w,o,p,y,d
e,f,y,g,n,t,g,g,o,p,v,d
e,x,y,g,n,t,w,w,o,p,v,d
e,f,y,e,n,t,p,g,o,p,v,d
e,x,y,g,n,t,p,g,o,p,y,d
e,x,f,g,n,t,p,g,o,p,v,d
e,f,f,g,n,t,p,g,o,p,v,d
e,x,y,n,n,t,g,g,o,p,v,d
e,f,f,n,n,t,g,g,o,p,y,d
e,x,y,e,n,t,p,w,o,p,v,d
e,x,y,e,n,t,w,w,o,p,v,d
e,f,y,n,n,t,g,g,o,p,v,d
e,x,y,n,n,t,p,p,o,p,y,d
e,x,f,g,n,t,g,w,o,p,y,d
e,f,f,g,n,t,g,p,o,p,y,d
e,f,f,w,n,t,w,w,o,e,s,g
e,x,y,n,n,t,w,g,o,p,v,d
e,x,f,g,n,t,g,g,o,p,y,d
e,f,y,e,n,t,p,g,o,p,y,d
e,x,f,e,n,t,g,g,o,p,v,d
e,x,y,n,n,t,g,g,o,p,y,d
e,f,y,n,n,t,p,w,o,p,y,d
e,x,y,g,n,t,p,g,o,p,v,d
e,f,f,n,n,t,w,w,o,p,v,d
e,x,y,e,n,t,w,w,o,p,y,d
e,x,y,e,n,t,g,g,o,p,v,d
e,x,y,e,n,t,p,w,o,p,v,d
e,x,f,e,n,t,p,w,o,p,y,d
e,x,f,e,n,t,g,w,o,p,v,d
e,x,f,e,n,t,g,g,o,p,v,d
e,f,f,n,n,t,g,p,o,p,y,d
e,x,f,g,n,t,g,p,o,p,v,d
e,x,f,g,n,t,p,w,o,p,v,d
e,x,y,g,n,t,p,g,o,p,y,d
e,x,y,n,n,t,w,g,o,p,v,d
e,x,f,e,n,t,g,g,o,p,y,d
e,x,f,e,n,t,g,g,o,p,y,d
e,x,f,g,n,t,g,p,o,p,y,d
e,x,f,e,n,t,p,p,o,p,v,d
e,f,f,n,n,t,p,w,o,p,y,d
e,x,f,e,n,t,p,g,o,p,v,d
e,f,f,n,n,t,w,p,o,p,y,d
e,f,f,n,n,t,g,g,o,p,v,d
e,f,f,n,n,t,p,p,o,p,v,d
e,x,f,g,n,t,w,p,o,p,v,d
e,x,f,e,n,t,p,p,o,p,v,d
e,x,y,e,n,t,p,w,o,p,y,d
e,f,f,g,n,t,p,p,o,p,y,d
e,f,f,n,n,t,p,p,o,p,v,d
e,x,y,n,n,t,g,p,o,p,y,d
e,f,f,n,n,t,p,g,o,p,v,d
p,x,f,p,c,e,w,w,o,p,v,d
e,x,f,e,n,t,w,w,o,p,y,d
e,x,f,n,n,t,w,w,o,p,v,d
e,x,y,e,n,t,g,p,o,p,y,d
e,f,f,n,n,t,g,p,o,p,v,d
e,f,f,n,n,t,g,g,o,p,y,d
e,x,y,g,n,t,p,w,o,p,v,d
e,f,s,n,n,t,w,w,o,e,a,g
e,x,y,g,n,t,p,g,o,p,y,d
e,x,y,n,n,t,w,p,o,p,v,d
e,x,y,n,n,t,p,w,o,p,v,d
e,f,f,g,n,t,w,g,o,p,v,d
e,x,f,e,n,t,g,g,o,p,y,d
e,f,f,n,n,t,g,p,o,p,y,d
p,x,f,g,f,e,b,p,o,l,y,g
e,x,y,e,n,t,w,w,o,p,v,d
e,x,f,g,n,t,p,g,o,p,v,d
e,x,f,e,n,t,p,w,o,p,v,d
e,x,f,e,n,t,p,g,o,p,y,d
e,x,y,e,n,t,g,w,o,p,v,d
e,f,f,n,n,t,w,g,o,p,y,d
e,f,f,n,n,t,g,p,o,p,v,d
e,x,y,n,n,t,w,g,o,p,v,d
e,x,f,e,n,t,g,w,o,p,y,d
e,x,y,e,n,t,p,g,o,p,v,d
e,x,y,n,n,t,p,g,o,p,y,d
e,x,y,g,n,t,w,w,o,p,v,d
e,x,y,n,n,t,g,w,o,p,v,d
e,x,y,e,n,t,w,p,o,p,y,d
e,x,f,e,n,t,g,p,o,p,y,d
e,x,f,e,n,t,w,p,o,p,y,d
e,x,y,e,n,t,w,g,o,p,v,d
e,x,y,n,n,t,g,w,o,p,y,d
e,x,f,e,n,t,p,p,o,p,y,d
e,f,f,e,n,t,g,p,o,p,v,d
e,f,f,n,n,t,p,w,o,p,y,d
e,x,y,e,n,t,w,w,o,p,v,d
e,x,f,n,n,t,g,w,o,p,v,d
e,x,y,e,n,t,g,p,o,p,y,d
e,f,f,g,n,t,g,p,o,p,y,d
e,x,y,n,n,t,g,w,o,p,v,d
e,f,y,e,n,t,p,p,o,p,v,d
e,x,y,n,n,t,g,p,o,p,y,d
e,x,y,e,n,t,p,g,o,p,y,d
e,x,y,g,n,t,p,g,o,p,y,d
e,f,y,g,n,t,w,p,o,p,v,d
e,x,y,n,n,t,w,w,o,p,y,d
e,x,s,g,n,t,w,w,o,e,s,g
e,f,f,n,n,t,w,g,o,p,y,d
e,x,y,g,n,t,g,p,o,p,y,d
e,x,y,g,n,t,w,p,o,p,y,d
e,x,f,n,n,t,g,w,o,p,y,d
e,x,f,e,n,t,g,g,o,p,v,d
e,x,y,e,n,t,g,g,o,p,y,d
e,x,y,n,n,t,w,g,o,p,y,d
e,x,f,e,n,t,p,g,o,p,y,d
e,x,y,e,n,t,p,w,o,p,y,d
e,x,y,n,n,t,g,w,o,p,y,d
e,f,f,g,n,t,w,w,o,p,y,d
e,x,f,e,n,t,w,w,o,p,y,d
e,f,y,n,n,t,p,g,o,p,v,d
e,x,y,n,n,t,p,g,o,p,v,d
e,x,f,e,n,t,g,w,o,p,y,d
e,x,f,g,n,t,p,g,o,p,v,d
e,x,y,n,n,t,w,w,o,p,y,d
e,x,y,g,n,t,w,g,o,p,y,d
p,x,f,g,c,e,w,w,o,p,v,d
e,x,y,n,n,t,p,w,o,p,y,d
e,x,f,g,n,t,p,p,o,p,y,d
e,x,y,n,n,t,g,p,o,p,y,d
e,x,y,g,n,t,g,g,o,p,v,d
e,x,y,n,n,t,g,p,o,p,v,d
e,f,f,n,n,t,w,g,o,p,v,d
e,f,f,n,n,t,p,p,o,p,y,d
e,x,y,n,n,t,w,p,o,p,v,d
e,f,f,n,n,t,p,w,o,p,y,d
e,f,f,n,n,t,w,w,o,p,y,d
e,f,y,g,n,t,w,w,o,p,y,d
e,x,f,g,n,t,p,w,o,p,y,d
e,x,y,g,n,t,w,g,o,p,y,d
e,x,y,g,n,t,w,g,o,p,v,d
e,f,f,n,n,t,g,p,o,p,v,d
e,x,f,g,n,t,w,p,o,p,v,d
p,x,f,g,f,e,b,p,o,l,v,d
e,f,f,n,n,t,p,w,o,p,v,d
e,x,y,g,n,t,g,g,o,p,y,d
e,x,f,g,n,t,w,g,o,p,y,d
p,x,f,g,f,e,b,p,o,l,y,d
e,f,f,n,n,t,w,w,o,p,v,d
e,x,y,e,n,t,g,p,o,p,v,d
e,x,y,n,n,t,g,g,o,p,v,d
e,x,f,e,n,t,p,g,o,p,v,d
e,x,f,e,n,t,g,p,o,p,y,d
e,x,y,n,n,t,w,p,o,p,v,d
e,f,f,n,n,t,w,p,o,p,v,d
e,x,f,e,n,t,g,p,o,p,v,d
e,x,f,g,n,t,w,p,o,p,v,d
e,f,f,n,n,t,g,p,o,p,y,d
e,x,y,e,n,t,g,p,o,p,v,d
e,x,f,g,n,t,g,w,o,p,y,d
e,f,f,g,n,t,p,w,o,p,y,d
e,f,f,g,n,t,g,g,o,p,v,d
e,f,f,n,n,t,g,w,o,p,y,d
e,x,f,n,n,t,p,w,o,p,y,d
e,x,y,e,n,t,g,g,o,p,y,d
e,f,s,g,n,t,w,w,o,e,s,g
e,x,y,e,n,t,g,w,o,p,y,d
e,f,f,g,n,t,g,w,o,p,y,d
e,x,y,e,n,t,g,p,o,p,y,d
e,x,f,g,n,t,w,w,o,p,v,d
e,f,f,n,n,t,w,g,o,p,y,d
e,x,f,e,n,t,p,g,o,p,v,d
e,x,f,e,n,t,g,w,o,p,v,d
e,x,f,g,n,t,w,g,o,p,v,d
p,x,f,w,c,e,w,w,o,p,s,d
e,x,y,e,n,t,p,p,o,p,y,d
e,x,f,e,n,t,w,p,o,p,v,d
e,x,y,n,n,t,p,w,o,p,y,d
e,f,f,w,n,t,w,w,o,e,s,g
e,x,f,g,n,t,g,w,o,p,y,d
e,f,f,g,n,t,w,p,o,p,v,d
e,x,f,g,n,t,p,g,o,p,y,d
e,f,y,e,n,t,w,p,o,p,y,d
e,x,f,e,n,t,p,p,o,p,y,d
e,x,y,n,n,t,g,g,o,p,v,d
e,x,y,e,n,t,g,g,o,p,v,d
e,x,f,e,n,t,w,w,o,p,v,d
e,f,y,e,n,t,w,w,o,p,v,d
e,f,f,n,n,t,p,g,o,p,v,d
e,x,y,g,n,t,w,w,o,p,v,d
e,x,y,g,n,t,g,w,o,p,y,d
e,x,f,g,n,t,g,p,o,p,v,d
e,x,f,e,n,t,g,p,o,p,v,d
e,x,f,n,n,t,g,w,o,p,y,d
e,f,f,n,n,t,w,w,o,e,s,g
e,x,f,e,n,t,w,g,o,p,y,d
e,x,y,g,n,t,g,g,o,p,y,d
e,x,y,n,n,t,p,p,o,p,v,d
e,x,f,g,n,t,g,p,o,p,y,d
e,x,y,e,n,t,p,g,o,p,y,d
e,f,f,n,n,t,p,w,o,p,v,d
e,x,y,g,n,t,w,w,o,p,y,d
e,f,f,g,n,t,p,g,o,p,v,d
e,x,f,e,n,t,p,p,o,p,v,d
e,f,f,n,n,t,w,g,o,p,v,d
e,x,y,g,n,t,g,p,o,p,y,d
e,x,y,n,n,t,w,p,o,p,y,d
e,x,y,e,n,t,w,p,o,p,v,d
e,x,f,e,n,t,p,p,o,p,y,d
e,x,f,n,n,t,w,w,o,p,v,d
e,f,f,n,n,t,p,p,o,p,y,d
e,x,y,g,n,t,w,w,o,p,v,d
e,x,f,e,n,t,p,p,o,p,y,d
e,f,f,n,n,t,w,p,o,p,v,d
e,f,f,n,n,t,p,p,o,p,y,d
e,x,y,e,n,t,g,p,o,p,y,d
e,x,f,g,n,t,p,g,o,p,y,d
e,x,f,g,n,t,g,g,o,p,v,d
p,x,f,p,c,e,w,w,o,p,v,d
e,x,y,n,n,t,g,g,o,p,y,d
e,x,f,e,n,t,w,p,o,p,v,d
e,f,s,n,n,t,w,w,o,e,s,g
e,x,y,g,n,t,p,g,o,p,y,d
e,x,y,g,n,t,p,p,o,p,y,d
e,x,f,n,n,t,p,w,o,p,y,d
e,f,f,g,n,t,p,w,o,p,y,d
e,x,f,g,n,t,g,p,o,p,v,d
e,x,y,n,n,t,g,p,o,p,y,d
e,x,f,e,n,t,g,p,o,p,y,d
e,x,f,n,n,t,p,p,o,p,v,d
e,f,f,g,n,t,g,p,o,p,v,d
e,f,f,n,n,t,g,g,o,p,y,d
e,x,y,g,n,t,g,g,o,p,v,d
e,x,y,e,n,t,w,w,o,p,y,d
e,x,y,g,n,t,p,w,o,p,v,d
e,f,f,g,n,t,g,w,o,p,y,d
e,x,f,e,n,t,p,w,o,p,y,d
p,x,s,p,c,e,w,w,o,p,s,d
e,f,y,n,n,t,p,p,o,p,v,d
e,x,y,e,n,t,g,g,o,p,v,d
e,x,y,g,n,t,g,w,o,p,y,d
e,x,y,g,n,t,g,g,o,p,v,d
e,x,f,g,n,t,g,g,o,p,y,d
e,x,f,e,n,t,g,p,o,p,y,d
e,x,y,n,n,t,p,p,o,p,y,d
e,x,y,g,n,t,p,g,o,p,y,d
e,x,y,e,n,t,g,w,o,p,v,d
e,x,y,n,n,t,w,w,o,p,v,d
e,x,y,g,n,t,p,g,o,p,v,d
e,x,y,n,n,t,p,w,o,p,y,d
e,x,f,e,n,t,p,w,o,p,y,d
e,x,f,e,n,t,w,p,o,p,y,d
e,x,y,g,n,t,w,p,o,p,y,d
e,f,f,g,n,t,g,w,o,p,y,d
e,f,f,e,n,t,w,p,o,p,y,d
e,f,f,g,n,t,g,g,o,p,y,d
e,x,y,e,n,t,g,w,o,p,y,d
e,x,y,e,n,t,g,w,o,p,v,d
e,x,s,w,n,t,w,w,o,e,s,g
e,x,y,n,n,t,w,p,o,p,v,d
e,x,y,e,n,t,w,w,o,p,y,d
e,f,f,e,n,t,p,p,o,p,v,d
e,x,f,g,n,t,w,p,o,p,y,d
e,f,f,n,n,t,p,g,o,p,v,d
p,x,s,g,c,e,w,w,o,p,v,d
e,f,y,e,n,t,p,p,o,p,v,d
e,x,y,g,n,t,w,g,o,p,v,d
e,x,f,n,n,t,w,w,o,e,a,g
e,x,y,e,n,t,w,g,o,p,y,d
p,x,f,w,c,e,w,w,o,p,v,d
e,x,y,e,n,t,g,p,o,p,v,d
e,f,f,g,n,t,p,p,o,p,v,d
e,f,f,n,n,t,w,g,o,p,v,d
e,x,y,n,n,t,p,p,o,p,v,d
e,f,f,n,n,t,g,g,o,p,v,d
e,x,f,g,n,t,w,w,o,p,y,d
e,f,y,n,n,t,g,p,o,p,v,d
e,x,y,g,n,t,g,w,o,p,y,d
e,f,y,n,n,t,g,p,o,p,y,d
e,x,f,g,n,t,p,w,o,p,v,d
p,x,f,g,f,e,n,p,o,l,y,p
e,x,y,g,n,t,w,w,o,p,y,d
e,x,y,g,n,t,w,w,o,p,v,d
e,x,f,g,n,t,p,g,o,p,y,d
e,x,f,e,n,t,p,p,o,p,y,d
e,x,f,g,n,t,w,w,o,p,y,d
e,x,f,g,n,t,w,p,o,p,y,d
e,f,f,g,n,t,g,w,o,p,y,d
e,x,y,e,n,t,g,g,o,p,y,d
e,x,f,g,n,t,g,w,o,p,v,d
e,x,y,e,n,t,p,p,o,p,v,d
e,x,f,n,n,t,p,g,o,p,y,d
e,x,y,g,n,t,g,g,o,p,v,d
e,x,y,e,n,t,w,p,o,p,y,d
e,f,f,n,n,t,p,p,o,p,y,d
e,x,f,e,n,t,w,w,o,p,y,d
e,f,y,n,n,t,w,g,o,p,v,d
e,x,y,n,n,t,g,g,o,p,y,d
e,x,y,g,n,t,g,p,o,p,v,d
e,f,f,e,n,t,p,w,o,p,y,d
e,x,f,g,n,t,g,p,o,p,y,d
e,x,y,g,n,t,p,w,o,p,y,d
e,x,y,g,n,t,w,w,o,p,y,d
p,x,f,g,f,e,b,n,o,l,y,p
e,x,f,g,n,t,w,g,o,p,v,d
e,x,f,g,n,t,g,p,o,p,y,d
e,x,f,n,n,t,w,w,o,p,v,d
e,x,f,g,n,t,g,w,o,p,v,d
e,f,f,n,n,t,w,w,o,p,y,d
e,x,y,n,n,t,g,g,o,p,y,d
e,x,f,e,n,t,p,w,o,p,v,d
e,x,y,n,n,t,g,g,o,p,v,d
e,f,y,g,n,t,w,w,o,p,v,d
e,f,f,g,n,t,g,w,o,p,v,d
p,x,f,g,f,e,p,b,o,l,v,p
e,x,f,n,n,t,p,w,o,p,y,d
e,x,y,n,n,t,g,g,o,p,y,d
e,x,f,e,n,t,g,g,o,p,v,d
e,x,f,n,n,t,p,g,o,p,v,d
e,f,f,n,n,t,w,p,o,p,y,d
e,x,y,g,n,t,w,g,o,p,v,d
e,x,y,n,n,t,w,g,o,p,v,d
e,x,y,e,n,t,w,w,o,p,y,d
e,f,f,g,n,t,w,g,o,p,y,d
e,x,f,g,n,t,p,p,o,p,v,d
e,x,y,e,n,t,p,g,o,p,v,d
e,x,y,e,n,t,w,w,o,p,v,d
e,x,f,g,n,t,p,p,o,p,y,d
e,x,y,n,n,t,p,g,o,p,v,d
e,x,f,e,n,t,p,w,o,p,y,d
e,f,f,n,n,t,g,p,o,p,y,d
e,x,f,e,n,t,w,g,o,p,y,d
e,f,f,n,n,t,w,p,o,p,v,d
e,x,y,e,n,t,p,g,o,p,y,d
e,x,f,n,n,t,g,w,o,p,y,d
e,x,f,e,n,t,w,p,o,p,y,d
e,x,f,e,n,t,p,g,o,p,v,d
e,x,f,n,n,t,g,w,o,p,v,d
e,x,y,n,n,t,g,w,o,p,y,d
e,x,y,e,n,t,w,w,o,p,y,d
e,f,f,n,n,t,p,g,o,p,y,d
e,x,y,n,n,t,p,w,o,p,y,d
e,x,y,e,n,t,w,g,o,p,v,d
e,f,f,g,n,t,w,w,o,e,s,g
e,x,y,e,n,t,w,g,o,p,v,d
e,x,y,e,n,t,g,g,o,p,y,d
e,f,f,n,n,t,g,p,o,p,y,d
e,f,f,n,n,t,g,g,o,p,y,d
e,x,f,g,n,t,p,p,o,p,v,d
e,x,y,g,n,t,w,p,o,p,v,d
e,x,f,n,n,t,w,p,o,p,y,d
e,f,f,n,n,t,p,w,o,p,y,d
e,x,y,n,n,t,p,p,o,p,y,d
e,x,y,g,n,t,p,p,o,p,v,d
e,x,f,g,n,t,g,p,o,p,y,d
e,x,y,e,n,t,w,g,o,p,y,d
e,x,f,g,n,t,w,g,o,p,v,d
e,x,y,e,n,t,w,p,o,p,v,d
e,x,f,g,n,t,p,w,o,p,v,d
e,x,f,e,n,t,g,w,o,p,v,d
e,x,f,e,n,t,w,w,o,p,v,d
e,x,f,e,n,t,w,g,o,p,y,d
e,f,y,g,n,t,g,p,o,p,y,d
e,x,f,g,n,t,g,p,o,p,y,d
e,x,f,e,n,t,g,p,o,p,v,d
e,x,f,g,n,t,w,w,o,p,y,d
e,f,f,n,n,t,w,w,o,p,v,d
p,x,f,g,f,e,b,n,o,l,v,d
e,x,f,n,n,t,w,w,o,p,v,d
e,x,y,g,n,t,g,g,o,p,y,d
e,f,f,n,n,t,g,g,o,p,y,d
e,x,f,e,n,t,w,w,o,p,v,d
e,f,f,g,n,t,g,p,o,p,v,d
e,x,y,n,n,t,g,g,o,p,y,d
e,x,y,e,n,t,g,p,o,p,y,d
e,x,y,e,n,t,g,w,o,p,v,d
e,x,y,n,n,t,w,p,o,p,v,d
e,x,y,n,n,t,g,p,o,p,v,d
p,x,y,y,f,e,b,n,o,l,v,p
e,f,y,n,n,t,g,g,o,p,y,d
p,x,f,g,f,e,b,n,o,l,y,d
p,x,f,g,c,e,w,w,o,p,s,d
e,f,f,g,n,t,p,p,o,p,y,d
e,f,f,e,n,t,g,p,o,p,v,d
e,f,y,n,n,t,w,w,o,p,y,d
e,f,f,e,n,t,g,w,o,p,y,d
p,x,f,g,f,e,p,p,o,l,y,p
e,f,f,g,n,t,w,w,o,p,v,d
e,f,y,e,n,t,p,g,o,p,y,d
e,f,y,e,n,t,p,g,o,p,y,d
p,x,f,w,c,e,w,w,o,p,s,d
e,x,f,e,n,t,p,g,o,p,y,d
e,f,y,n,n,t,w,w,o,p,v,d
p,x,f,g,f,e,p,n,o,l,v,g
p,x,f,g,f,e,p,b,o,l,y,p
e,f,y,e,n,t,g,w,o,p,v,d
e,f,y,e,n,t,g,w,o,p,v,d
e,f,f,n,n,t,p,w,o,p,v,d
e,f,f,g,n,t,w,g,o,p,v,d
e,f,f,e,n,t,g,g,o,p,y,d
e,f,y,e,n,t,g,p,o,p,v,d
e,f,y,e,n,t,g,p,o,p,y,d
e,f,y,e,n,t,g,w,o,p,v,d
p,x,f,p,c,e,w,w,o,p,s,d
p,x,f,g,f,e,n,b,o,l,y,d
e,f,f,e,n,t,w,p,o,p,y,d
e,f,y,g,n,t,g,p,o,p,v,d
e,f,y,g,n,t,g,w,o,p,v,d
e,f,f,g,n,t,w,p,o,p,y,d
e,f,f,e,n,t,g,p,o,p,y,d
e,f,y,e,n,t,p,w,o,p,v,d
p,f,f,g,f,e,b,p,o,l,v,p
e,f,y,n,n,t,g,p,o,p,y,d
e,f,y,e,n,t,p,p,o,p,v,d
p,x,f,g,c,e,w,w,o,p,s,d
e,f,f,e,n,t,g,p,o,p,y,d
e,f,y,e,n,t,w,g,o,p,v,d
p,x,y,y,f,e,b,p,o,l,v,g
p,f,f,y,f,e,p,p,o,l,v,d
e,f,y,n,n,t,p,g,o,p,v,d
e,f,y,n,n,t,w,g,o,p,v,d
e,f,y,g,n,t,w,w,o,p,v,d
e,f,y,n,n,t,w,w,o,p,v,d
e,x,y,e,n,t,p,p,o,p,v,d
p,x,s,p,c,e,w,w,o,p,v,d
e,f,y,n,n,t,p,w,o,p,y,d
e,x,y,e,n,t,p,w,o,p,v,d
e,f,f,e,n,t,p,p,o,p,y,d
e,f,y,n,n,t,g,g,o,p,v,d
p,x,s,w,c,e,w,w,o,p,v,d
