age,workclass,education,marital-status,occupation,race,gender,hours-per-week,income
0-20,Private,Some-college,Never-married,Adm-clerical,White,1,20-40,<=50K
30-40,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,0,20-40,>50K
30-40,Private,Some-college,Divorced,Craft-repair,White,0,20-40,<=50K
20-30,Private,Assoc-acdm,Never-married,Sales,White,1,40-60,<=50K
20-30,Private,HS-grad,Never-married,Other-service,White,1,20-40,<=50K
30-40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Sales,White,0,40-60,<=50K
40-50,Private,Assoc-acdm,Divorced,Tech-support,Black,1,20-40,<=50K
30-40,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
40-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,0,40-60,<=50K
20-30,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,White,1,20-40,<=50K
0-20,Private,Some-college,Never-married,Sales,White,0,0-20,<=50K
40-50,Private,Some-college,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,0,20-40,>50K
60-70,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
20-30,Private,Some-college,Never-married,Sales,White,1,20-40,<=50K
0-20,Private,Some-college,Never-married,Other-service,White,0,20-40,<=50K
40-50,Private,Assoc-voc,Never-married,Prof-specialty,White,1,20-40,>50K
60-70,Private,Some-college,Never-married,Tech-support,White,0,20-40,<=50K
30-40,Private,HS-grad,Never-married,Transport-moving,Black,1,20-40,<=50K
20-30,Private,Some-college,Married-civ-spouse,Other-service,White,0,20-40,<=50K
30-40,Private,HS-grad,Widowed,Other-service,White,1,20-40,<=50K
60-70,Private,11th,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
40-50,Local-gov,Some-college,Divorced,Adm-clerical,White,1,20-40,<=50K
30-40,Private,HS-grad,Never-married,Adm-clerical,White,1,20-40,<=50K
30-40,Private,Bachelors,Never-married,Exec-managerial,Asian-Pac-Islander,1,20-40,<=50K
20-30,Private,HS-grad,Never-married,Craft-repair,White,0,20-40,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,40-60,<=50K
20-30,Private,Bachelors,Never-married,Handlers-cleaners,White,0,20-40,<=50K
70-80,Self-emp-not-inc,Some-college,Separated,Sales,Black,0,0-20,<=50K
20-30,Private,HS-grad,Divorced,Craft-repair,White,0,40-60,<=50K
40-50,Private,Bachelors,Separated,Other-service,Black,0,40-60,<=50K
20-30,Private,HS-grad,Never-married,Other-service,White,1,20-40,<=50K
40-50,Self-emp-inc,Masters,Divorced,Exec-managerial,Asian-Pac-Islander,1,20-40,<=50K
20-30,Private,HS-grad,Never-married,Exec-managerial,Asian-Pac-Islander,1,20-40,<=50K
40-50,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,White,0,20-40,>50K
30-40,Private,Some-college,Divorced,Other-service,White,1,20-40,<=50K
30-40,Federal-gov,Assoc-acdm,Never-married,Exec-managerial,White,0,40-60,<=50K
40-50,State-gov,Masters,Widowed,Protective-serv,White,0,20-40,<=50K
0-20,Private,11th,Never-married,Handlers-cleaners,White,0,0-20,<=50K
60-70,Local-gov,Assoc-voc,Widowed,Prof-specialty,White,1,0-20,<=50K
20-30,Private,HS-grad,Never-married,Other-service,White,0,20-40,<=50K
20-30,State-gov,HS-grad,Married-civ-spouse,Protective-serv,White,0,20-40,<=50K
50-60,Private,Some-college,Married-civ-spouse,Sales,White,0,20-40,>50K
20-30,Private,Bachelors,Never-married,Craft-repair,White,0,40-60,<=50K
20-30,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
20-30,Private,HS-grad,Married-spouse-absent,Sales,White,1,20-40,<=50K
20-30,Private,HS-grad,Never-married,Craft-repair,Black,0,20-40,<=50K
30-40,Private,HS-grad,Never-married,Handlers-cleaners,Black,0,20-40,<=50K
0-20,Private,HS-grad,Never-married,Other-service,White,0,0-20,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,0,60-80,<=50K
40-50,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Black,0,20-40,>50K
40-50,Private,Some-college,Divorced,Adm-clerical,White,1,20-40,<=50K
20-30,Private,Some-college,Never-married,Craft-repair,Black,0,40-60,<=50K
30-40,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,White,0,20-40,>50K
30-40,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,White,0,40-60,>50K
30-40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Black,0,20-40,<=50K
40-50,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,White,1,20-40,<=50K
30-40,Private,Masters,Married-civ-spouse,Prof-specialty,White,1,40-60,<=50K
50-60,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,0,0-20,>50K
30-40,Private,Some-college,Divorced,Machine-op-inspct,Black,1,20-40,<=50K
20-30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
40-50,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Black,0,20-40,<=50K
40-50,Private,Some-college,Married-civ-spouse,Tech-support,White,0,40-60,<=50K
40-50,Federal-gov,Bachelors,Married-civ-spouse,Tech-support,White,0,20-40,<=50K
20-30,Private,5th-6th,Married-civ-spouse,Transport-moving,White,0,20-40,<=50K
30-40,Private,Some-college,Divorced,Craft-repair,White,0,20-40,<=50K
30-40,Federal-gov,Masters,Never-married,Exec-managerial,White,1,40-60,>50K
30-40,Private,Masters,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
20-30,Self-emp-not-inc,HS-grad,Never-married,Sales,White,0,20-40,<=50K
20-30,Private,Masters,Never-married,Prof-specialty,White,1,20-40,<=50K
50-60,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
40-50,Local-gov,Some-college,Never-married,Prof-specialty,White,1,20-40,<=50K
30-40,State-gov,HS-grad,Divorced,Adm-clerical,White,1,20-40,<=50K
0-20,Private,11th,Never-married,Sales,White,1,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Other-service,Black,0,20-40,>50K
30-40,Private,HS-grad,Divorced,Craft-repair,White,0,40-60,<=50K
50-60,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,White,1,20-40,>50K
0-20,Private,11th,Never-married,Sales,White,1,0-20,<=50K
40-50,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Black,0,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,20-40,>50K
30-40,Private,Some-college,Never-married,Sales,Amer-Indian-Eskimo,1,20-40,<=50K
50-60,Private,HS-grad,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,0,20-40,<=50K
50-60,Self-emp-inc,7th-8th,Married-civ-spouse,Machine-op-inspct,White,0,20-40,>50K
30-40,Private,Bachelors,Never-married,Exec-managerial,Black,0,40-60,>50K
40-50,Private,Assoc-acdm,Divorced,Sales,White,1,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Sales,White,0,40-60,<=50K
40-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,0,40-60,<=50K
20-30,Private,10th,Never-married,Craft-repair,White,0,20-40,<=50K
30-40,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,0,20-40,<=50K
80-90,Private,HS-grad,Never-married,Other-service,Black,0,20-40,<=50K
50-60,Private,HS-grad,Married-civ-spouse,Adm-clerical,Black,0,0-20,<=50K
50-60,Local-gov,Preschool,Never-married,Machine-op-inspct,White,1,20-40,<=50K
0-20,Private,HS-grad,Never-married,Sales,White,1,20-40,<=50K
60-70,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,0,40-60,<=50K
70-80,Private,Assoc-voc,Widowed,Adm-clerical,White,1,0-20,<=50K
60-70,Private,HS-grad,Divorced,Adm-clerical,White,1,20-40,<=50K
30-40,Private,11th,Separated,Transport-moving,Black,0,20-40,<=50K
40-50,Private,HS-grad,Divorced,Sales,Black,1,20-40,<=50K
20-30,Private,Some-college,Never-married,Adm-clerical,White,0,40-60,<=50K
30-40,Private,Some-college,Divorced,Craft-repair,Other,1,20-40,<=50K
20-30,Private,Prof-school,Never-married,Prof-specialty,White,0,40-60,>50K
50-60,State-gov,HS-grad,Married-civ-spouse,Other-service,White,0,20-40,<=50K
30-40,State-gov,Some-college,Never-married,Adm-clerical,White,1,20-40,<=50K
40-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
30-40,Local-gov,Masters,Married-civ-spouse,Exec-managerial,White,0,60-80,>50K
20-30,Private,HS-grad,Never-married,Transport-moving,White,0,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
40-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,White,1,0-20,<=50K
20-30,State-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,White,0,40-60,<=50K
30-40,Private,Some-college,Divorced,Craft-repair,White,0,20-40,<=50K
50-60,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,0,20-40,<=50K
50-60,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,0,40-60,>50K
30-40,Private,HS-grad,Never-married,Other-service,White,1,20-40,<=50K
30-40,Private,Assoc-acdm,Married-civ-spouse,Tech-support,White,0,40-60,>50K
40-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,0,20-40,<=50K
40-50,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,1,20-40,>50K
40-50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Black,1,20-40,<=50K
50-60,Local-gov,10th,Widowed,Other-service,Black,1,20-40,<=50K
0-20,Local-gov,Some-college,Never-married,Adm-clerical,White,0,20-40,<=50K
50-60,Private,Some-college,Never-married,Transport-moving,White,0,0-20,<=50K
40-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,0,20-40,>50K
0-20,Private,HS-grad,Never-married,Other-service,White,1,20-40,<=50K
30-40,Private,HS-grad,Separated,Other-service,White,1,20-40,<=50K
40-50,Private,Assoc-voc,Widowed,Exec-managerial,White,1,40-60,<=50K
40-50,Private,7th-8th,Divorced,Craft-repair,White,0,20-40,<=50K
30-40,Private,Bachelors,Divorced,Prof-specialty,White,1,20-40,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Sales,White,0,40-60,<=50K
0-20,Private,11th,Never-married,Other-service,White,0,0-20,<=50K
50-60,Private,Some-college,Married-civ-spouse,Sales,White,0,20-40,<=50K
20-30,Private,11th,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
30-40,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,0,60-80,>50K
60-70,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,0,20-40,>50K
30-40,Private,Bachelors,Never-married,Prof-specialty,White,1,40-60,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,1,20-40,>50K
60-70,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,0,20-40,>50K
0-20,Private,9th,Never-married,Other-service,White,0,20-40,<=50K
40-50,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,White,0,80-100,<=50K
20-30,Local-gov,Masters,Never-married,Prof-specialty,White,0,20-40,<=50K
20-30,Private,HS-grad,Divorced,Prof-specialty,White,1,20-40,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Black,0,20-40,<=50K
40-50,Private,Some-college,Married-civ-spouse,Craft-repair,White,0,20-40,>50K
30-40,Private,Some-college,Never-married,Exec-managerial,White,1,20-40,<=50K
20-30,Private,Some-college,Never-married,Tech-support,White,1,20-40,<=50K
20-30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,1,40-60,>50K
20-30,Private,Bachelors,Never-married,Prof-specialty,White,1,0-20,<=50K
40-50,Local-gov,Some-college,Married-civ-spouse,Craft-repair,White,0,20-40,>50K
30-40,Private,Assoc-acdm,Divorced,Sales,Black,1,40-60,<=50K
50-60,Private,Bachelors,Divorced,Prof-specialty,White,1,40-60,<=50K
20-30,Private,HS-grad,Never-married,Handlers-cleaners,White,0,20-40,<=50K
50-60,Federal-gov,Masters,Married-civ-spouse,Sales,White,0,20-40,>50K
40-50,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,0,40-60,>50K
40-50,Private,Some-college,Divorced,Other-service,White,0,40-60,<=50K
20-30,Private,Bachelors,Never-married,Exec-managerial,White,1,20-40,<=50K
40-50,Private,7th-8th,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,0,40-60,<=50K
30-40,Private,HS-grad,Divorced,Prof-specialty,White,1,20-40,<=50K
20-30,Local-gov,Bachelors,Never-married,Protective-serv,White,0,40-60,<=50K
20-30,Private,Some-college,Never-married,Sales,White,0,40-60,<=50K
20-30,Private,Bachelors,Never-married,Tech-support,Black,1,20-40,<=50K
60-70,Private,HS-grad,Married-civ-spouse,Transport-moving,White,0,0-20,<=50K
30-40,Self-emp-inc,Bachelors,Divorced,Sales,White,1,40-60,<=50K
20-30,Private,HS-grad,Never-married,Craft-repair,White,0,20-40,<=50K
30-40,Private,HS-grad,Divorced,Sales,White,0,60-80,<=50K
40-50,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,0,20-40,>50K
20-30,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,1,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Transport-moving,White,0,40-60,>50K
50-60,Private,HS-grad,Married-civ-spouse,Sales,White,0,20-40,>50K
20-30,Private,Some-college,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,1,20-40,<=50K
40-50,Private,HS-grad,Divorced,Adm-clerical,White,1,20-40,<=50K
20-30,Private,Assoc-acdm,Never-married,Tech-support,White,0,40-60,<=50K
40-50,Private,Assoc-acdm,Never-married,Prof-specialty,White,1,20-40,<=50K
30-40,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,0,20-40,>50K
40-50,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,White,0,40-60,>50K
20-30,Private,Bachelors,Never-married,Sales,White,0,20-40,<=50K
30-40,Private,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,0,20-40,>50K
30-40,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Black,1,20-40,>50K
20-30,Private,Some-college,Never-married,Sales,White,0,0-20,<=50K
20-30,Private,Some-college,Never-married,Machine-op-inspct,White,0,20-40,<=50K
70-80,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,0,20-40,<=50K
20-30,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,White,1,20-40,<=50K
20-30,Private,Some-college,Never-married,Tech-support,White,1,20-40,<=50K
60-70,Private,HS-grad,Widowed,Other-service,White,1,20-40,<=50K
30-40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,0,20-40,<=50K
40-50,Private,Some-college,Married-civ-spouse,Craft-repair,White,0,40-60,<=50K
30-40,Private,HS-grad,Divorced,Transport-moving,White,0,40-60,<=50K
20-30,Private,11th,Never-married,Exec-managerial,White,1,20-40,<=50K
70-80,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,White,0,0-20,<=50K
60-70,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,0,40-60,<=50K
40-50,Private,Some-college,Married-civ-spouse,Prof-specialty,White,1,40-60,>50K
50-60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,White,0,20-40,<=50K
60-70,Private,HS-grad,Never-married,Transport-moving,White,0,40-60,<=50K
40-50,Private,Some-college,Never-married,Craft-repair,Black,0,40-60,<=50K
20-30,Private,Bachelors,Never-married,Adm-clerical,White,0,20-40,<=50K
40-50,Private,Assoc-voc,Never-married,Other-service,White,0,20-40,<=50K
50-60,Local-gov,10th,Married-civ-spouse,Adm-clerical,White,0,20-40,<=50K
50-60,Private,HS-grad,Married-civ-spouse,Transport-moving,White,0,20-40,<=50K
0-20,Private,5th-6th,Never-married,Other-service,White,0,40-60,<=50K
20-30,Private,HS-grad,Never-married,Craft-repair,White,0,20-40,<=50K
40-50,Private,Masters,Never-married,Prof-specialty,White,0,40-60,<=50K
0-20,Private,HS-grad,Never-married,Sales,Black,0,20-40,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Other-service,Black,0,20-40,<=50K
20-30,Private,Assoc-acdm,Never-married,Sales,White,0,20-40,<=50K
30-40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,0,20-40,>50K
30-40,State-gov,HS-grad,Married-civ-spouse,Protective-serv,White,0,20-40,>50K
30-40,Private,HS-grad,Never-married,Farming-fishing,White,0,0-20,<=50K
20-30,State-gov,Some-college,Never-married,Protective-serv,Black,1,20-40,<=50K
40-50,Self-emp-not-inc,Bachelors,Never-married,Sales,White,0,40-60,<=50K
50-60,Private,Assoc-acdm,Married-spouse-absent,Other-service,White,0,20-40,<=50K
30-40,Private,Bachelors,Never-married,Prof-specialty,White,0,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,20-40,>50K
20-30,Private,HS-grad,Married-civ-spouse,Other-service,White,0,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,20-40,>50K
40-50,Local-gov,11th,Married-civ-spouse,Transport-moving,White,0,20-40,<=50K
30-40,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,0,20-40,>50K
60-70,Private,11th,Widowed,Other-service,Other,0,20-40,<=50K
30-40,Private,Assoc-voc,Married-civ-spouse,Tech-support,White,0,20-40,>50K
40-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,1,20-40,<=50K
20-30,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
30-40,Private,10th,Married-civ-spouse,Other-service,White,1,20-40,<=50K
60-70,Private,Masters,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
40-50,Private,Bachelors,Married-civ-spouse,Transport-moving,White,0,40-60,<=50K
40-50,Private,Bachelors,Divorced,Exec-managerial,White,0,40-60,>50K
20-30,Private,HS-grad,Married-spouse-absent,Sales,White,0,40-60,<=50K
20-30,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
50-60,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,0,40-60,<=50K
20-30,Private,Assoc-acdm,Never-married,Sales,White,1,0-20,<=50K
50-60,Private,Bachelors,Divorced,Exec-managerial,White,1,40-60,>50K
30-40,Private,HS-grad,Divorced,Sales,White,1,20-40,<=50K
20-30,Federal-gov,Some-college,Never-married,Adm-clerical,White,1,0-20,<=50K
0-20,Private,11th,Never-married,Other-service,White,0,0-20,<=50K
30-40,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,White,0,20-40,>50K
40-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Black,0,20-40,<=50K
40-50,Private,HS-grad,Never-married,Craft-repair,Black,0,20-40,<=50K
0-20,Local-gov,Some-college,Never-married,Adm-clerical,White,1,0-20,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,1,20-40,<=50K
20-30,Private,Some-college,Never-married,Sales,White,0,20-40,<=50K
40-50,Self-emp-not-inc,Masters,Divorced,Exec-managerial,White,0,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Sales,White,0,40-60,<=50K
50-60,Private,HS-grad,Divorced,Transport-moving,White,0,20-40,<=50K
40-50,Private,5th-6th,Divorced,Craft-repair,White,1,40-60,<=50K
20-30,Private,Some-college,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
40-50,Private,Some-college,Divorced,Sales,White,1,20-40,<=50K
30-40,Local-gov,Some-college,Married-civ-spouse,Transport-moving,White,1,20-40,<=50K
20-30,Private,HS-grad,Never-married,Other-service,White,1,20-40,<=50K
20-30,Private,HS-grad,Separated,Machine-op-inspct,White,0,20-40,<=50K
40-50,Private,Some-college,Married-civ-spouse,Adm-clerical,White,1,0-20,>50K
0-20,Private,Some-college,Never-married,Adm-clerical,White,1,0-20,<=50K
0-20,Private,HS-grad,Never-married,Other-service,White,1,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Other-service,White,1,20-40,>50K
20-30,Private,Bachelors,Never-married,Craft-repair,White,0,40-60,<=50K
40-50,Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,White,0,20-40,<=50K
30-40,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
30-40,Private,HS-grad,Never-married,Other-service,White,1,20-40,<=50K
40-50,Private,Some-college,Married-civ-spouse,Tech-support,White,0,20-40,<=50K
40-50,Private,Some-college,Divorced,Handlers-cleaners,White,1,20-40,<=50K
20-30,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
50-60,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
0-20,Private,Some-college,Never-married,Handlers-cleaners,White,0,20-40,<=50K
20-30,Private,Some-college,Never-married,Other-service,White,1,20-40,<=50K
40-50,State-gov,Bachelors,Married-civ-spouse,Protective-serv,White,0,20-40,>50K
30-40,Private,Assoc-voc,Divorced,Tech-support,White,1,60-80,<=50K
20-30,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Other,0,20-40,<=50K
40-50,Private,Masters,Married-civ-spouse,Exec-managerial,White,0,60-80,>50K
20-30,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,0,20-40,<=50K
40-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
30-40,Private,Some-college,Married-civ-spouse,Exec-managerial,White,0,40-60,<=50K
40-50,Local-gov,Some-college,Divorced,Other-service,Black,1,20-40,<=50K
20-30,Private,HS-grad,Never-married,Handlers-cleaners,Black,1,20-40,<=50K
30-40,Private,Some-college,Divorced,Exec-managerial,White,1,20-40,<=50K
40-50,Private,Doctorate,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
30-40,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
30-40,Private,12th,Divorced,Craft-repair,White,0,40-60,>50K
50-60,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
20-30,Private,11th,Never-married,Other-service,White,1,0-20,<=50K
30-40,Local-gov,11th,Separated,Machine-op-inspct,Black,0,20-40,<=50K
30-40,State-gov,HS-grad,Divorced,Transport-moving,White,1,20-40,<=50K
